id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1062048094928363520,lovella1975,"RT @ngbutok: #California is vulnerable — not because of poor forest management as DT (our so-called president) would have us think. We are vulnerable because of #climatechange.”

#trump #firefighters #californiawildfire #WoolseyFire #globalwarming

https://t.co/DLsaRTEH93",Mon Nov 12 18:22:52 +0000 2018,12/11/2018 18:22:52,,en,,,922595757953236992,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/960248944625311744/CTOqOCPq_normal.jpg,2571,2725,"San Diego, CA",http://twitter.com/lovella1975/statuses/1062048094928363520,"{""hashtags"":[{""text"":""California"",""indices"":[13,24]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ngbutok"",""name"":""Andy K"",""id"":846797126831099900,""id_str"":""846797126831099905"",""indices"":[3,11]}],""urls"":[]}"
1062047969116065792,climateguyw,"RT @climateguyw: Extreme Temperature Diary- November 9, 2018- Topic: Deadly California Fires Burn Yet Again…More Climate Change Connections
New post on-(https://t.co/DqTUVZvnxD ) (https://t.co/qQZK0RGw6d)
#ClimateChangeIsReal #GlobalWarming #sciencetwitter #Science #climatechange https://t.co/MJfG3IhQDX",Mon Nov 12 18:22:22 +0000 2018,12/11/2018 18:22:22,,en,,,766072848268091392,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/766337946513530880/uArJIn1i_normal.jpg,2256,2483,"Atlanta, GA",http://twitter.com/climateguyw/statuses/1062047969116065792,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""climateguyw"",""name"":""Guy Walton"",""id"":766072848268091400,""id_str"":""766072848268091392"",""indices"":[3,15]}],""urls"":[]}"
1062045524575043584,DavidLHagen,How far have we fallen when politicians can win based on illogical deception?! #Climate #change was real for 4 billion years. Alleging skeptics reject #ClimateChange is #equivocation implying #majority #anthropogenic #GlobalWarming &amp; rejecting #StoredSolarEnergy of #FossilFuel https://t.co/XGkkxBHlFx,Mon Nov 12 18:12:39 +0000 2018,12/11/2018 18:12:39,,en,,,48162456,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/3582273384/aa5aaa16cd0d02fa080bdf7f920f0941_normal.jpeg,224,129,,http://twitter.com/DavidLHagen/statuses/1062045524575043584,"{""hashtags"":[{""text"":""Climate"",""indices"":[79,87]},{""text"":""change"",""indices"":[88,95]},{""text"":""ClimateChange"",""indices"":[151,165]},{""text"":""equivocation"",""indices"":[169,182]},{""text"":""majority"",""indices"":[192,201]},{""text"":""anthropogenic"",""indices"":[202,216]},{""text"":""GlobalWarming"",""indices"":[217,231]},{""text"":""StoredSolarEnergy"",""indices"":[248,266]},{""text"":""FossilFuel"",""indices"":[270,281]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/XGkkxBHlFx"",""expanded_url"":""https://twitter.com/JesseJenkins/status/1062043890348421121"",""display_url"":""twitter.com/JesseJenkins/s…"",""indices"":[282,305]}]}"
1062045166641577984,NYCgirl0817,"RT @lovelyti: Would flooding the deserts help stop #globalwarming? The idea is “risky, unproven, even unlikely to work,” according to Y Combinator. But if it did work, it could slow climate change.
Read more via https://t.co/5RryU1ktDM: https://t.co/nk9ostdVHV
What do you think? https://t.co/95ejhKCW64",Mon Nov 12 18:11:14 +0000 2018,12/11/2018 18:11:14,,en,,,51306266,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/927287137115963393/Lli9HM-l_normal.jpg,1247,3468,New York,http://twitter.com/NYCgirl0817/statuses/1062045166641577984,"{""hashtags"":[{""text"":""globalwarming"",""indices"":[51,65]}],""symbols"":[],""user_mentions"":[{""screen_name"":""lovelyti"",""name"":""lovelyti"",""id"":16398159,""id_str"":""16398159"",""indices"":[3,12]}],""urls"":[]}"
1062044261653327874,pcnbritain,Do you want to be better informed about #climatechange ?  Want some answers? https://t.co/pIfvxAg4Xr #progressive #Christianity #environment @ClimateOutreach #socialjustice #GlobalWarming https://t.co/EdVBSjQtJJ,Mon Nov 12 18:07:38 +0000 2018,12/11/2018 18:07:38,,en,,,292498994,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/644522791446913025/5xWs2UfS_normal.jpg,342,434,United Kingdom,http://twitter.com/pcnbritain/statuses/1062044261653327874,"{""hashtags"":[{""text"":""climatechange"",""indices"":[40,54]},{""text"":""progressive"",""indices"":[101,113]},{""text"":""Christianity"",""indices"":[114,127]},{""text"":""environment"",""indices"":[128,140]},{""text"":""socialjustice"",""indices"":[158,172]},{""text"":""GlobalWarming"",""indices"":[173,187]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ClimateOutreach"",""name"":""Climate Outreach"",""id"":107101086,""id_str"":""107101086"",""indices"":[141,157]}],""urls"":[{""url"":""https://t.co/pIfvxAg4Xr"",""expanded_url"":""https://bit.ly/2PnyVJQ"",""display_url"":""bit.ly/2PnyVJQ"",""indices"":[77,100]}],""media"":[{""id"":1062043995428270100,""id_str"":""1062043995428270080"",""indices"":[188,211],""media_url"":""http://pbs.twimg.com/media/Dr0jYwtWsAAa0Ti.jpg"",""media_url_https"":""https://pbs.twimg.com/media/Dr0jYwtWsAAa0Ti.jpg"",""url"":""https://t.co/EdVBSjQtJJ"",""display_url"":""pic.twitter.com/EdVBSjQtJJ"",""expanded_url"":""https://twitter.com/pcnbritain/status/1062044261653327874/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":680,""h"":454,""resize"":""fit""},""medium"":{""w"":1200,""h"":801,""resize"":""fit""},""large"":{""w"":1920,""h"":1281,""resize"":""fit""}}}]}"
1062044100696961025,BlaireAshley,"Just 100 companies responsible for 71% of global #emissions, study says https://t.co/if0mbFUXkc #climatechange #carbontax #globalwarming",Mon Nov 12 18:07:00 +0000 2018,12/11/2018 18:07:00,,en,,,25372309,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1059294578543595520/tGiLNEYq_normal.jpg,914,3470,"Chicago, IL",http://twitter.com/BlaireAshley/statuses/1062044100696961025,"{""hashtags"":[{""text"":""emissions"",""indices"":[49,59]},{""text"":""climatechange"",""indices"":[96,110]},{""text"":""carbontax"",""indices"":[111,121]},{""text"":""globalwarming"",""indices"":[122,136]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/if0mbFUXkc"",""expanded_url"":""https://www.theguardian.com/sustainable-business/2017/jul/10/100-fossil-fuel-companies-investors-responsible-71-global-emissions-cdp-study-climate-change?CMP=share_btn_tw"",""display_url"":""theguardian.com/sustainable-bu…"",""indices"":[72,95]}]}"
1062043796727312384,liz_colton,#Climate #ClimateAction #GlobalWarming issues: @AmyAHarder on #climatechange @axios https://t.co/iqp3w3YTFt @TheCollider01 @Thilmeeza @ClimateDesk @CLIMATEMAMA @edzyadam @SaveMaldivesMV @EcoClimateSolut @amarguriro @afiasalam @UNFCCC @KarenChavezACT,Mon Nov 12 18:05:47 +0000 2018,12/11/2018 18:05:47,,en,,,533796295,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/961054622788984833/1ayO80WR_normal.jpg,2262,1027,WORLD,http://twitter.com/liz_colton/statuses/1062043796727312384,"{""hashtags"":[{""text"":""Climate"",""indices"":[0,8]},{""text"":""ClimateAction"",""indices"":[9,23]},{""text"":""GlobalWarming"",""indices"":[24,38]},{""text"":""climatechange"",""indices"":[62,76]}],""symbols"":[],""user_mentions"":[{""screen_name"":""AmyAHarder"",""name"":""Amy Harder"",""id"":39279393,""id_str"":""39279393"",""indices"":[47,58]},{""screen_name"":""axios"",""name"":""Axios"",""id"":800707492346925000,""id_str"":""800707492346925056"",""indices"":[77,83]},{""screen_name"":""TheCollider01"",""name"":""The Collider"",""id"":3509565735,""id_str"":""3509565735"",""indices"":[108,122]},{""screen_name"":""Thilmeeza"",""name"":""Thilmeeza Hussain 🎈❓"",""id"":123733663,""id_str"":""123733663"",""indices"":[123,133]},{""screen_name"":""ClimateDesk"",""name"":""Climate Desk"",""id"":120181944,""id_str"":""120181944"",""indices"":[134,146]},{""screen_name"":""CLIMATEMAMA"",""name"":""Climate Mama 🌏"",""id"":20306034,""id_str"":""20306034"",""indices"":[147,159]},{""screen_name"":""edzyadam"",""name"":""Adam Abdulla"",""id"":413819783,""id_str"":""413819783"",""indices"":[160,169]},{""screen_name"":""SaveMaldivesMV"",""name"":""SaveMaldives"",""id"":935108375511052300,""id_str"":""935108375511052288"",""indices"":[170,185]},{""screen_name"":""EcoClimateSolut"",""name"":""EcoClimateSolutions"",""id"":515802475,""id_str"":""515802475"",""indices"":[186,202]},{""screen_name"":""amarguriro"",""name"":""Amar Guriro"",""id"":141542605,""id_str"":""141542605"",""indices"":[203,214]},{""screen_name"":""afiasalam"",""name"":""afia salam"",""id"":51338718,""id_str"":""51338718"",""indices"":[215,225]},{""screen_name"":""UNFCCC"",""name"":""UN Climate Change"",""id"":17463923,""id_str"":""17463923"",""indices"":[226,233]},{""screen_name"":""KarenChavezACT"",""name"":""Karen Chávez"",""id"":545440456,""id_str"":""545440456"",""indices"":[234,249]}],""urls"":[{""url"":""https://t.co/iqp3w3YTFt"",""expanded_url"":""https://www.axios.com/climate-change-too-big-divisive-8f611e2b-f181-4e8f-b3a2-497bac77f2bb.html?utm_source=twitter&utm_medium=twsocialshare&utm_campaign=organic"",""display_url"":""axios.com/climate-change…"",""indices"":[84,107]}]}"
1062043429646057472,richard35609781,"@UCLAIoES @UCLA That article was from 2014. Fast forward to 2018: Climate Change Is Fueling California's Wildfires, Scientists Say #stayinformedcc #wutv #arcticmelt #climatechange #globalwarming #wildfires #Woolseyfires https://t.co/O5i1fMjfsq https://t.co/sfITh8Z9HG",Mon Nov 12 18:04:20 +0000 2018,12/11/2018 18:04:20,,en,90982474,UCLAIoES,720959701651996673,423903643830480896,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1048173590066208773/8ad3-XyL_normal.jpg,495,1826,"New Hampshire, USA",http://twitter.com/richard35609781/statuses/1062043429646057472,"{""hashtags"":[{""text"":""stayinformedcc"",""indices"":[131,146]},{""text"":""wutv"",""indices"":[147,152]},{""text"":""arcticmelt"",""indices"":[153,164]},{""text"":""climatechange"",""indices"":[165,179]},{""text"":""globalwarming"",""indices"":[180,194]},{""text"":""wildfires"",""indices"":[195,205]},{""text"":""Woolseyfires"",""indices"":[206,219]}],""symbols"":[],""user_mentions"":[{""screen_name"":""UCLAIoES"",""name"":""UCLA Inst. of the Environment and Sustainability"",""id"":90982474,""id_str"":""90982474"",""indices"":[0,9]},{""screen_name"":""UCLA"",""name"":""UCLA"",""id"":18918483,""id_str"":""18918483"",""indices"":[10,15]}],""urls"":[{""url"":""https://t.co/O5i1fMjfsq"",""expanded_url"":""http://www.wbur.org/hereandnow/2018/11/12/climate-change-california-wildfires"",""display_url"":""wbur.org/hereandnow/201…"",""indices"":[220,243]}],""media"":[{""id"":1062043422989512700,""id_str"":""1062043422989512704"",""indices"":[244,267],""media_url"":""http://pbs.twimg.com/media/Dr0i3cNUcAAm1vC.jpg"",""media_url_https"":""https://pbs.twimg.com/media/Dr0i3cNUcAAm1vC.jpg"",""url"":""https://t.co/sfITh8Z9HG"",""display_url"":""pic.twitter.com/sfITh8Z9HG"",""expanded_url"":""https://twitter.com/richard35609781/status/1062043429646057472/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1024,""h"":577,""resize"":""fit""},""small"":{""w"":680,""h"":383,""resize"":""fit""},""medium"":{""w"":1024,""h"":577,""resize"":""fit""}}}]}"
1062043369462005760,Educ8tusAll,"RT @ngbutok: #California is vulnerable — not because of poor forest management as DT (our so-called president) would have us think. We are vulnerable because of #climatechange.”

#trump #firefighters #californiawildfire #WoolseyFire #globalwarming

https://t.co/DLsaRTEH93",Mon Nov 12 18:04:05 +0000 2018,12/11/2018 18:04:05,,en,,,746201370,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",http://pbs.twimg.com/profile_images/747876186215321601/-IL02J_T_normal.jpg,1392,335,NYC,http://twitter.com/Educ8tusAll/statuses/1062043369462005760,"{""hashtags"":[{""text"":""California"",""indices"":[13,24]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ngbutok"",""name"":""Andy K"",""id"":846797126831099900,""id_str"":""846797126831099905"",""indices"":[3,11]}],""urls"":[]}"
1062042734930919426,JameloTheSinger,"RT @lovelyti: Would flooding the deserts help stop #globalwarming? The idea is “risky, unproven, even unlikely to work,” according to Y Combinator. But if it did work, it could slow climate change.
Read more via https://t.co/5RryU1ktDM: https://t.co/nk9ostdVHV
What do you think? https://t.co/95ejhKCW64",Mon Nov 12 18:01:34 +0000 2018,12/11/2018 18:01:34,,en,,,525645551,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/908289593669292032/uT_rV1Uh_normal.jpg,843,356,𓂀 Leaf Villages 𓂀,http://twitter.com/JameloTheSinger/statuses/1062042734930919426,"{""hashtags"":[{""text"":""globalwarming"",""indices"":[51,65]}],""symbols"":[],""user_mentions"":[{""screen_name"":""lovelyti"",""name"":""lovelyti"",""id"":16398159,""id_str"":""16398159"",""indices"":[3,12]}],""urls"":[]}"
